word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	pol
1	Совет	6	NOUN	nsubj	совет	1	0
2	Россия	6	PROPN	nsubj	россия	1	0
3	—	6	PUNCT	advmod	"—
"	1	0
4	НАТО	6	PROPN	nsubj	нато	1	0
5	не	6	PART	neg	не	1	0
6	смог	0	VERB	ROOT	смог	1	0
7	сгладить	6	VERB	xcomp	сглаживать	1	0
8	разногласий	7	ADJ	dobj	разногласие	1	-1
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	0
2	оригиналапрель	1	NOUN	nsubj	оригиналапрель	2	0
3	20-го,	4	NUM	nummod	20	2	0
4	2016	2	NUM	nummod	2016	2	0
1	Генеральный	2	ADJ	amod	генеральный	3	0
2	секретарь	4	NOUN	nsubj	секретарь	3	0
3	НАТО	2	PROPN	nmod	нато	3	0
4	утверждает,	0	VERB	ROOT	утверждать	3	0
5	что	15	SCONJ	mark	что	3	0
6	после	7	ADP	case	после	3	0
7	первого	15	ADJ	nmod	первый	3	0
8	за	10	ADP	case	за	3	0
9	два	10	NUM	nummod	два	3	0
10	года	7	NOUN	nmod	год	3	0
11	заседания	15	NOUN	dobj	заседание	3	0
12	у	14	ADP	case	у	3	0
13	двух	14	NUM	nummod	два	3	0
14	сторон	11	NOUN	nmod	сторона	3	0
15	имеются	4	VERB	ccomp	иметься	3	0
16	«глубокие	17	ADJ	amod	глубокий	3	1
17	разногласия».	15	PUNCT	nsubj	разногласие	3	-1
1	Постпреды	6	NOUN	nsubj	постпред	4	0
2	стран-членов	1	NOUN	nmod	страна	4	0
3	НАТО	2	PROPN	nmod	нато	4	0
4	и	3	CONJ	cc	и	4	0
5	России	3	PROPN	conj	россия	4	0
6	провели	0	VERB	ROOT	проводить	4	0
7	в	8	ADP	case	в	4	0
8	среду	6	ADP	nmod	среда	4	0
9	первое	13	ADJ	amod	первый	4	0
10	за	12	ADP	case	за	4	0
11	два	12	NUM	nummod	два	4	0
12	года	9	NOUN	nmod	год	4	0
13	заседание	6	NOUN	nmod	заседание	4	0
14	объединенного	15	ADJ	amod	объединять	4	0
15	совета,	13	NOUN	nmod	совет	4	0
16	но	6	CONJ	cc	но	4	0
17	так	20	ADV	advmod	так	4	0
18	и	17	CONJ	mwe	и	4	0
19	не	20	PART	neg	не	4	0
20	смогли	6	VERB	conj	смочь	4	0
21	добиться	20	VERB	xcomp	добиваться	4	1
22	видимого	23	ADJ	amod	видимый	4	0
23	прогресса	21	NOUN	dobj	прогресс	4	0
24	в	25	ADP	case	в	4	0
25	устранении	20	NOUN	nmod	устранение	4	0
26	военной	25	ADJ	nmod	военный	4	0
27	напряженности,	31	ADV	advmod	напряженность	4	-1
28	которая	31	DET	nsubj	который	4	0
29	становится	31	VERB	cop	становиться	4	0
30	все	31	DET	det	все	4	0
31	опаснее.	25	VERB	acl:relcl	опасный	4	-1
1	Заседание	5	NOUN	nsubj	заседание	5	0
2	Совета	1	NOUN	nmod	совет	5	0
