word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	pol
1	Путин	4	PROPN	nsubj	путин	1	0
2	считает	4	VERB	cop	считать	1	0
3	brexit	2	PROPN	nsubj	brexit	1	0
4	победой	0	NOUN	ROOT	победа	1	1
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	0
2	оригиналиюнь	1	NOUN	nsubj	оригиналиюнь	2	0
3	24-го,	4	NUM	nummod	24	2	0
4	2016	2	NUM	nummod	2016	2	0
1	Российский	2	ADJ	amod	российский	3	0
2	президент	6	NOUN	nsubjpass	президент	3	0
3	Владимир	2	PROPN	appos	владимир	3	0
4	Путин	3	PROPN	name	путин	3	0
5	очень	6	ADV	advmod	очень	3	0
6	доволен	0	VERB	ROOT	довольный	3	1
7	британским	8	ADJ	amod	британский	3	0
8	расставанием	6	NOUN	iobj	расставание	3	0
9	с	10	ADP	case	с	3	0
10	ЕС.	8	PROPN	nmod	ес	3	0
1	Но,	4	X	discourse	но	4	0
2	по	3	ADP	case	по	4	0
3	мнению	4	NOUN	nmod	мнение	4	0
4	эксперта,	0	VERB	ROOT	эксперт	4	0
5	в	8	ADP	case	в	4	0
6	более	7	ADV	advmod	более	4	0
7	отдаленной	8	ADJ	amod	отдаленный	4	0
8	перспективе	4	NOUN	nmod	перспектива	4	0
9	последствия	8	NOUN	nmod	последствие	4	-1
10	этого	11	DET	det	это	4	0
11	шага	9	NOUN	nmod	шаг	4	0
12	могут	4	VERB	punct	мочь	4	0
13	быть	12	VERB	xcomp	быть	4	0
14	России	13	PROPN	nmod	россия	4	0
15	не	16	PART	neg	не	4	0
16	только	13	ADV	advmod	только	4	0
17	на	18	ADP	case	на	4	0
18	пользу.	13	PUNCT	nmod	польза	4	1
1	Президент	5	NOUN	nsubj	президент	5	0
2	России	1	PROPN	nmod	россия	5	0
3	Владимир	1	PROPN	appos	владимир	5	0
4	Путин	3	PROPN	name	путин	5	0
5	может	0	VERB	ROOT	может	5	0
6	отправляться	5	VERB	xcomp	отправляться	5	0
7	на	8	ADP	case	на	5	0
8	уикенд	6	NOUN	nmod	уикенд	5	0
9	с	10	ADP	case	с	5	0
10	чувством	6	NOUN	nmod	чувство	5	0
