word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	pol
1	Он	2	PRON	nsubj	он	1	0
2	прав	0	NOUN	ROOT	правый	1	1
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	0
2	оригиналиюнь	1	NOUN	nsubj	оригиналиюнь	2	0
3	21-го,	4	NUM	nummod	21	2	0
4	2016	2	NUM	nummod	2016	2	0
1	Министр	16	NOUN	nsubj	министр	3	0
2	иностранных	3	ADJ	amod	иностранный	3	0
3	дел	1	NOUN	nmod	дело	3	0
4	Франк-Вальтер	1	PROPN	appos	франк	3	0
5	Штайнмайер	4	PROPN	name	штайнмайер	3	0
6	(Frank-Walter	4	PROPN	name	Frank	3	0
7	Steinmeier)	4	PROPN	name	Steinmeier	3	0
8	из-за	10	ADP	case	из-за	3	0
9	своих	10	PRON	det	свой	3	0
10	высказываний	1	NOUN	nmod	высказывание	3	0
11	по	12	ADP	case	по	3	0
12	поводу	16	NOUN	nmod	повод	3	0
13	маневров	12	NOUN	nmod	маневр	3	1
14	НАТО	13	PROPN	nmod	нато	3	0
15	«Анаконда-2016»	14	PROPN	name	анаконда	3	0
16	вынужден	0	VERB	ROOT	вынужденный	3	0
17	выслушивать	16	VERB	xcomp	выслушивать	3	0
18	резкую	19	ADJ	amod	резкий	3	0
19	критику	17	NOUN	dobj	критика	3	0
20	в	22	ADP	case	в	3	0
21	свой	22	PRON	det	свой	3	0
22	адрес.	17	NOUN	nmod	адрес	3	0
1	По	3	ADP	case	по	4	0
2	его	3	PRON	det	он	4	0
3	словам,	6	SYM	nmod	слово	4	0
4	нам	6	PRON	nsubj	мы	4	0
5	не	6	PART	neg	не	4	0
6	следует	0	VERB	ROOT	следовать	4	0
7	с	8	ADP	case	с	4	0
8	помощью	6	NOUN	nmod	помощь	4	1
9	«громкого	10	ADJ	amod	громкий	4	0
10	бряцания	8	NOUN	nmod	бряцание	4	0
11	оружием	10	NOUN	iobj	оружие	4	0
12	и	8	CONJ	cc	и	4	0
13	воинственных	14	ADJ	amod	воинственный	4	0
14	криков»	8	NOUN	conj	крик	4	0
15	еще	16	ADV	advmod	еще	4	0
