word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	pol
1	Украинский	2	ADJ	amod	украинский	1	0
2	министр	10	NOUN	nsubj	министр	1	0
3	иностранных	4	ADJ	amod	иностранный	1	0
4	дел	2	NOUN	nmod	дело	1	0
5	в	6	ADP	case	в	1	0
6	беседе	10	NOUN	nmod	беседа	1	0
7	с	8	ADP	case	с	1	0
8	VG:	10	DET	nmod	VG	1	0
9	«Путин	10	PROPN	nsubj	путин	1	0
10	ведет	0	VERB	ROOT	вести	1	0
11	гибридную	12	ADJ	amod	гибридный	1	0
12	войну	10	NOUN	dobj	война	1	-1
13	против	15	ADP	case	против	1	0
14	всей	15	DET	det	весь	1	0
15	Европы»	10	PROPN	nmod	европа	1	0
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	0
2	оригиналиюнь	1	NOUN	nsubj	оригиналиюнь	2	0
3	16-го,	2	NUM	nummod	16	2	0
4	2016	3	ADJ	nummod	2016	2	0
1	Президент	6	NOUN	nsubj	президент	3	0
2	России	1	PROPN	nmod	россия	3	0
3	Владимир	1	PROPN	appos	владимир	3	0
4	Путин	3	PROPN	name	путин	3	0
5	целенаправленно	6	ADV	advmod	целенаправленно	3	0
6	стремится	0	VERB	ROOT	стремиться	3	0
7	ослабить	6	VERB	xcomp	ослаблять	3	0
8	ЕС	7	PROPN	dobj	ес	3	0
9	и	8	CONJ	cc	и	3	0
10	Европу,	8	PROPN	conj	европа	3	0
11	считает	6	VERB	parataxis	считать	3	0
12	министр	11	NOUN	nsubj	министр	3	0
13	иностранных	14	ADJ	amod	иностранный	3	0
14	дел	12	NOUN	nmod	дело	3	0
15	Украины.	14	PROPN	nmod	украина	3	0
1	«Российскую	2	ADJ	amod	российский	4	0
2	оккупацию	0	NOUN	ROOT	оккупация	4	-1
3	Крыма	2	PROPN	nmod	крым	4	0
4	и	3	CONJ	cc	и	4	0
5	Восточной	6	ADJ	amod	восточный	4	0
6	Украины,	3	PROPN	conj	украина	4	0
7	а	2	CONJ	cc	а	4	0
8	также	7	CONJ	mwe	также	4	0
9	гибридную	10	ADJ	amod	гибридный	4	0
10	войну	13	NOUN	dobj	война	4	-1
11	против	12	ADP	case	против	4	0
12	Украины	10	PROPN	nmod	украина	4	0
13	нельзя	2	ADJ	conj	нельзя	4	0
14	сравнить	13	VERB	xcomp	сравнивать	4	0
15	ни	19	PART	neg	ни	4	0
16	с	19	ADP	case	с	4	0
17	одним	19	NUM	det	один	4	0
18	другим	19	ADJ	amod	другой	4	0
19	конфликтом,	14	NOUN	nmod	конфликт	4	-1
20	даже	22	X	discourse	даже	4	0
21	с	22	ADP	case	с	4	0
22	тем,	14	PRON	nmod	то	4	0
23	который	24	DET	nsubj	который	4	0
24	идет	13	VERB	parataxis	идти	4	0
25	в	26	ADP	case	в	4	0
26	Сирии»,	24	PROPN	nmod	сирия	4	0
27	—	24	PUNCT	punct	"—
"	4	0
28	говорит	24	VERB	punct	говорить	4	0
29	министр	28	NOUN	nsubj	министр	4	0
30	иностранных	31	ADJ	amod	иностранный	4	0
31	дел	29	NOUN	nmod	дело	4	0
32	Климкин	29	PROPN	appos	климкин	4	0
33	корреспонденту	28	NOUN	iobj	корреспондент	4	0
34	VG.	24	PUNCT	punct	VG	4	0
1	VG:	6	X	nsubj	VG	5	0
2	В	3	ADP	case	в	5	0
3	мире	1	NOUN	nmod	мир	5	0
4	большое	5	ADJ	amod	большой	5	0
5	внимание	6	NOUN	dobj	внимание	5	1
6	уделяется	0	VERB	ROOT	уделяться	5	0
7	как	8	ADP	case	как	5	0
8	раз	6	NOUN	nmod	раз	5	0
9	конфликтам	8	NOUN	iobj	конфликт	5	-1
10	на	12	ADP	case	на	5	0
11	Ближнем	12	ADJ	amod	ближний	5	0
12	Востоке.	8	ADV	nmod	восток	5	0
1	Нет	0	VERB	ROOT	нет	6	0
2	ли	1	PRON	dobj	ли	6	0
3	у	4	ADP	case	у	6	0
4	Вас	1	PROPN	nmod	вы	6	0
5	ощущения,	4	ADJ	amod	ощущение	6	0
6	что	8	SCONJ	mark	что	6	0
7	мир	8	NOUN	nsubj	мир	6	0
8	забыл	5	VERB	ccomp	забывать	6	0
9	о	10	ADP	case	о	6	0
10	том,	8	DET	nmod	том	6	0
11	что	12	PRON	nsubj	что	6	0
12	происходит	10	VERB	acl:relcl	происходить	6	0
13	на	14	ADP	case	на	6	0
14	Украине?	12	PROPN	nmod	украина	6	0
1	«Нас	4	ADV	advmod	мы	7	0
2	совершенно	4	ADV	advmod	совершенно	7	0
3	не	4	PART	neg	не	7	0
4	забыли,	0	VERB	ROOT	забывать	7	0
5	и	4	CONJ	cc	и	7	0
6	уж	4	ADJ	conj	уж	7	0
7	абсолютно	8	ADV	advmod	абсолютно	7	0
8	точно	6	ADV	advmod	точно	7	0
9	не	11	PART	neg	не	7	0
10	в	11	ADP	case	в	7	0
11	Европе.	8	PROPN	nmod	европа	7	0
1	В	2	ADP	case	в	8	0
2	том,	4	DET	nmod	том	8	0
3	что	4	PRON	nsubj	что	8	0
4	происходит	0	VERB	ROOT	происходить	8	0
5	на	6	ADP	case	на	8	0
6	Донбассе	11	PROPN	nmod	донбасс	8	0
7	(восточный	8	ADJ	amod	восточный	8	0
8	регион	11	NOUN	nsubj	регион	8	0
9	Украины),	8	PROPN	nmod	украина	8	0
10	речь	11	NOUN	nsubj	речь	8	0
11	идет	4	VERB	xcomp	идти	8	0
12	не	14	PART	neg	не	8	0
13	о	14	ADP	case	о	8	0
14	Донбассе	11	PROPN	nmod	донбасс	8	0
15	и	14	CONJ	cc	и	8	0
16	не	18	PART	neg	не	8	0
17	об	18	ADP	case	об	8	0
18	Украине,	20	PROPN	nmod	украина	8	0
19	речь	20	NOUN	nsubj	речь	8	0
20	идет	14	VERB	conj	идти	8	0
21	о	22	ADP	case	о	8	0
22	попытке	20	NOUN	nmod	попытка	8	0
23	России	22	PROPN	nmod	россия	8	0
24	ослабить	11	VERB	xcomp	ослаблять	8	0
25	весь	26	DET	det	весь	8	0
26	регион,	24	VERB	dobj	регион	8	0
27	разбить	24	VERB	xcomp	разбивать	8	0
28	регион	27	NOUN	dobj	регион	8	0
29	на	31	ADP	case	на	8	0
30	отдельные	31	ADJ	amod	отдельный	8	0
31	фрагменты	28	NOUN	nmod	фрагмент	8	0
32	и	27	CONJ	cc	и	8	0
33	в	35	ADP	case	в	8	0
34	конечном	35	ADJ	amod	конечный	8	0
35	счете	39	NOUN	nmod	счет	8	0
36	ослабить	39	VERB	xcomp	ослаблять	8	0
37	Европу,	36	PROPN	dobj	европа	8	0
38	—	39	SYM	nsubj	"—
"	8	0
39	утверждает	27	VERB	conj	утверждать	8	0
40	Климкин	39	PROPN	nsubj	климкин	8	0
41	и	40	CONJ	cc	и	8	0
42	уточняет:	59	VERB	auxpass	уточнять	8	0
43	—	59	PUNCT	advmod	"—
"	8	0
44	Демократическая	47	ADJ	amod	демократический	8	0
45	и	44	CONJ	cc	и	8	0
46	европейская	44	ADJ	conj	европейский	8	0
47	Украина	59	PROPN	nsubj	украина	8	0
48	и	47	CONJ	cc	и	8	0
49	вся	47	VERB	conj	весь	8	0
50	политическая	51	ADJ	amod	политический	8	0
51	линия	59	NOUN	nsubj	линия	8	0
52	ЕС	51	X	nmod	ес	8	0
53	—	59	PUNCT	punct	"—
"	8	0
54	это	59	DET	nsubj	это	8	0
55	то,	59	PUNCT	punct	то	8	0
56	чего	59	DET	dobj	что	8	0
57	Путин	59	PROPN	nsubj	путин	8	0
58	не	59	PART	neg	не	8	0
59	хочет	40	VERB	conj	хотеть	8	0
60	видеть».	39	PUNCT	punct	видеть	8	0
1	Желание	2	NOUN	nsubj	желание	9	0
2	ослабить	0	VERB	ROOT	ослаблять	9	0
3	ЕС	2	PROPN	dobj	ес	9	0
1	—	4	PUNCT	advcl	"—
"	10	0
2	Отдельные	3	ADJ	amod	отдельный	10	0
3	аналитики	4	NOUN	nsubj	аналитик	10	0
4	считают,	0	VERB	ROOT	считать	10	0
5	что	7	SCONJ	mark	что	10	0
