word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	pol
1	«Путин	2	NOUN	nsubj	путин	1	0
2	хочет	0	VERB	ROOT	хотеть	1	0
3	войти	2	VERB	xcomp	входить	1	0
4	в	5	ADP	case	в	1	0
5	историю	3	NOUN	nmod	история	1	0
6	как	7	ADP	case	как	1	0
7	царь,	3	PUNCT	nmod	царь	1	0
8	расширивший	7	VERB	acl	расширять	1	0
9	территорию	8	NOUN	dobj	территория	1	0
10	России»	9	PROPN	nmod	россия	1	0
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	0
2	оригиналапрель	1	NOUN	nsubj	оригиналапрель	2	0
3	29-го,	4	NUM	nummod	29	2	0
4	2016	2	NUM	nummod	2016	2	0
1	По	2	ADP	case	по	3	0
2	оценкам	22	NOUN	nmod	оценка	3	0
3	главы	2	NOUN	nmod	глава	3	0
4	комиссии	3	NOUN	nmod	комиссия	3	0
5	парламента	4	NOUN	nmod	парламент	3	0
6	Эстонии	5	PROPN	nmod	эстония	3	0
7	по	9	ADP	case	по	3	0
8	иностранным	9	ADJ	amod	иностранный	3	0
9	делам	4	NOUN	nmod	дело	3	0
10	и	9	CONJ	cc	и	3	0
11	представителя	9	NOUN	conj	представитель	3	0
12	разведслужбы,	13	ADJ	amod	разведслужба	3	0
13	проявление	11	NOUN	nmod	проявление	3	0
14	российской	16	ADJ	amod	российский	3	0
15	военной	16	ADJ	amod	военный	3	0
16	угрозы	13	NOUN	nmod	угроза	3	-1
17	по	18	ADP	case	по	3	0
18	отношению	13	NOUN	nmod	отношение	3	0
19	к	20	ADP	case	к	3	0
20	Эстонии	18	PROPN	nmod	эстония	3	0
21	вполне	22	ADV	advmod	вполне	3	0
22	возможно,	0	ADJ	ROOT	возможно	3	0
23	но,	29	X	discourse	но	3	0
24	тем	29	DET	advmod	то	3	0
25	не	24	PART	mwe	не	3	0
26	менее,	24	ADV	mwe	менее	3	0
27	не	29	PART	neg	не	3	0
28	является	29	VERB	cop	являться	3	0
29	неизбежным.	22	ADV	punct	неизбежный	3	-1
1	Путин	2	PROPN	nsubj	путин	4	0
2	хочет	0	VERB	ROOT	хотеть	4	0
3	изменить	9	VERB	nsubj	изменять	4	0
4	мировой	5	ADJ	amod	мировой	4	0
5	порядок,	3	NOUN	dobj	порядок	4	0
6	во	7	ADP	case	во	4	0
7	главе	9	NOUN	nmod	глава	4	0
8	которого	7	DET	nmod	который	4	0
9	стоят	12	VERB	nmod	стоять	4	0
10	США,	9	PROPN	iobj	сша	4	0
11	и	9	CONJ	cc	и	4	0
12	уничтожить	2	VERB	xcomp	уничтожать	4	0
13	НАТО,	12	PROPN	iobj	нато	4	0
14	считает	12	VERB	cop	считать	4	0
15	Андрес	12	PROPN	nsubj	андрес	4	0
16	Восман	15	PROPN	name	восман	4	0
17	(Andres	15	PROPN	name	Andres	4	0
18	Vosman).	12	PROPN	iobj	Vosman	4	0
1	Глава	17	NOUN	nsubj	глава	5	0
2	комиссии	1	NOUN	nmod	комиссия	5	0
3	по	5	ADP	case	по	5	0
4	иностранным	5	ADJ	amod	иностранный	5	0
5	делам	2	NOUN	nmod	дело	5	0
6	эстонского	7	ADJ	amod	эстонский	5	0
7	парламента	5	NOUN	nmod	парламент	5	0
8	Рийгикогу,	10	ADP	case	рийгиког	5	0
9	бывший	10	ADJ	amod	бывший	5	0
10	министр	7	NOUN	nmod	министр	5	0
11	иностранных	12	ADJ	amod	иностранный	5	0
12	дел	10	NOUN	nmod	дело	5	0
13	Свен	10	PROPN	appos	свен	5	0
14	Миксер	13	PROPN	name	миксер	5	0
15	(Sven	13	PROPN	name	Sven	5	0
16	Mikser)	13	PROPN	name	Mikser	5	0
17	считает,	0	VERB	ROOT	считать	5	0
18	что,	20	ADP	case	что	5	0
19	возможно,	20	ADJ	amod	возможно	5	0
20	президент	17	NOUN	nmod	президент	5	0
21	Владимир	24	PROPN	nsubj	владимир	5	0
22	Путин	21	PROPN	name	путин	5	0
23	не	24	PART	neg	не	5	0
24	стремится	17	VERB	parataxis	стремиться	5	0
25	присоединить	24	VERB	xcomp	присоединять	5	0
26	к	27	ADP	case	к	5	0
27	России	25	PROPN	nmod	россия	5	0
28	в	30	ADP	case	в	5	0
29	первую	30	ADJ	amod	первый	5	0
30	очередь	25	NOUN	nmod	очередь	5	0
31	страны	30	NOUN	nmod	страна	5	0
32	Балтии,	31	PROPN	nmod	балтия	5	0
33	но	24	CONJ	cc	но	5	0
34	подобные	35	ADJ	amod	подобный	5	0
35	намерения	37	NOUN	nsubj	намерение	5	0
36	вполне	37	ADV	advmod	вполне	5	0
37	могут	24	VERB	conj	мочь	5	0
38	существовать.	37	VERB	xcomp	существовать	5	0
1	«Он	3	ADV	advmod	он	6	0
2	не	3	PART	neg	не	6	0
3	просыпается	0	VERB	ROOT	просыпаться	6	0
4	каждое	5	ADJ	amod	каждый	6	0
5	утро	3	NOUN	nsubj	утро	6	0
6	с	7	ADP	case	с	6	0
7	мыслью	5	NOUN	nmod	мысль	6	0
8	о	9	ADP	case	о	6	0
9	том,	7	DET	nmod	том	6	0
10	как	9	ADV	mwe	как	6	0
11	можно	3	VERB	punct	можно	6	0
12	было	11	VERB	aux	быть	6	0
13	бы	11	PART	discourse	бы	6	0
14	захватить	11	VERB	xcomp	захватить	6	0
